winery,wine,year,is_non_vintage,rating,num_reviews,region,region_grouped,price,price_log,type,body,acidity
Vina Pedrosa,Gran Reserva,2011,FALSE,4.2,410,Ribera del Duero,Ribera del Duero,51.35,1.7105,Ribera Del Duero Red,NA,NA
Campillo,Gran Reserva Rioja,2012,FALSE,4.2,410,Rioja,Rioja,22.99,1.3615,Rioja Red,NA,NA
Ramon do Casar,Treixadura,2020,FALSE,4.2,407,Ribeiro,Ribeiro,11.95,1.0774,NA,NA,NA
Lustau,Candela Cream Dulce Sweet,,TRUE,4.2,405,Jerez-Xeres-Sherry,Jerez-Xeres-Sherry,7.1,0.8513,Sherry,NA,NA
Portal del Priorat,Clos del Portal Somni,2014,FALSE,4.2,404,Priorato,Priorato,77.36,1.8885,Priorat Red,NA,NA
Binigrau,Nounat,2020,FALSE,4.2,404,Mallorca,Mallorca,19.9,1.2989,NA,NA,NA
Ramon Bilbao,Mirto,2011,FALSE,4.2,402,Rioja,Rioja,28.53,1.4553,Rioja Red,NA,NA
Matsu,El Viejo,2019,FALSE,4.2,400,Toro,Toro,27.89,1.4454,Toro Red,NA,NA
Artadi,Valdegines,2016,FALSE,4.2,398,Vino de Espana,Vino de Espana,48.96,1.6898,Tempranillo,NA,NA
Contino,Rioja Graciano,2011,FALSE,4.2,395,Rioja,Rioja,61.94,1.792,Rioja Red,NA,NA
Contino,Reserva,2016,FALSE,4.2,392,Rioja,Rioja,19.98,1.3006,Rioja Red,NA,NA
Conreria d'Scala Dei,Les Brugueres,2018,FALSE,4.2,390,Priorato,Priorato,16.76,1.2243,Priorat Red,NA,NA
Mustiguillo,Finca Terrerazo,2017,FALSE,4.2,390,El Terrerazo,El Terrerazo,24.45,1.3883,Red,NA,NA
Matarromera,Gran Reserva,2011,FALSE,4.2,389,Ribera del Duero,Ribera del Duero,64.5,1.8096,Ribera Del Duero Red,NA,NA
Sei Solo,Preludio,2016,FALSE,4.2,388,Ribera del Duero,Ribera del Duero,31.63,1.5001,Ribera Del Duero Red,NA,NA
Vinedos de Paganos,El Puntido,2005,FALSE,4.2,384,Rioja,Rioja,73.0,1.8633,Rioja Red,NA,NA
La Vicalanda,Reserva,2015,FALSE,4.2,420,Rioja,Rioja,17.5,1.243,Rioja Red,4,3
Enrique Mendoza,Santa Rosa,2017,FALSE,4.2,420,Alicante,Alicante,18.9,1.2765,Red,4,3
Clos Pons,Roc Nu,2011,FALSE,4.2,420,Costers del Segre,Costers del Segre,23.95,1.3793,Red,4,3
Sierra Cantabria,Coleccion Privada,2012,FALSE,4.2,420,Rioja,Rioja,28.3,1.4518,Rioja Red,4,3
Imperial,Rioja Reserva,2004,FALSE,4.2,417,Rioja,Rioja,45.0,1.6532,Rioja Red,4,3
Losada,Altos de Losada,2018,FALSE,4.2,415,Bierzo,Bierzo,17.9,1.2529,Mencia,3,3
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,FALSE,4.2,414,Rias Baixas,Rias Baixas,16.78,1.2248,Albarino,3,3
La Rioja Alta,Vina Alberdi Crianza,2018,FALSE,4.2,410,Rioja,Rioja,13.58,1.1329,Rioja Red,4,3
Bodegas La Horra,Corimbo I,2015,FALSE,4.2,412,Ribera del Duero,Ribera del Duero,37.9,1.5786,Ribera Del Duero Red,5,3
Vina Pedrosa,Gran Reserva,2011,FALSE,4.2,410,Ribera del Duero,Ribera del Duero,51.35,1.7105,Ribera Del Duero Red,5,3
Campillo,Gran Reserva Rioja,2012,FALSE,4.2,410,Rioja,Rioja,22.99,1.3615,Rioja Red,4,3
Ramon do Casar,Treixadura,2020,FALSE,4.2,407,Ribeiro,Ribeiro,11.95,1.0774,NA,NA,NA
Lustau,Candela Cream Dulce Sweet,,TRUE,4.2,405,Jerez-Xeres-Sherry,Jerez-Xeres-Sherry,7.1,0.8513,Sherry,4,3
Portal del Priorat,Clos del Portal Somni,2014,FALSE,4.2,404,Priorato,Priorato,77.36,1.8885,Priorat Red,4,3
Binigrau,Nounat,2020,FALSE,4.2,404,Mallorca,Mallorca,19.9,1.2989,NA,NA,NA
Ramon Bilbao,Mirto,2011,FALSE,4.2,402,Rioja,Rioja,28.53,1.4553,Rioja Red,4,3
Matsu,El Viejo,2019,FALSE,4.2,400,Toro,Toro,27.89,1.4454,Toro Red,5,3
Artadi,Valdegines,2016,FALSE,4.2,398,Vino de Espana,Vino de Espana,48.96,1.6898,Tempranillo,4,2
Contino,Rioja Graciano,2011,FALSE,4.2,395,Rioja,Rioja,61.94,1.792,Rioja Red,4,3
Contino,Reserva,2016,FALSE,4.2,392,Rioja,Rioja,19.98,1.3006,Rioja Red,4,3
Conreria d'Scala Dei,Les Brugueres,2018,FALSE,4.2,390,Priorato,Priorato,16.76,1.2243,Priorat Red,4,3
Mustiguillo,Finca Terrerazo,2017,FALSE,4.2,390,El Terrerazo,El Terrerazo,24.45,1.3883,Red,4,3
Matarromera,Gran Reserva,2011,FALSE,4.2,389,Ribera del Duero,Ribera del Duero,64.5,1.8096,Ribera Del Duero Red,5,3
Sei Solo,Preludio,2016,FALSE,4.2,388,Ribera del Duero,Ribera del Duero,31.63,1.5001,Ribera Del Duero Red,5,3
Vinedos de Paganos,El Puntido,2005,FALSE,4.2,384,Rioja,Rioja,73.0,1.8633,Rioja Red,4,3
La Vicalanda,Reserva,2015,FALSE,4.2,420,Rioja,Rioja,17.5,1.243,Rioja Red,4,3
Enrique Mendoza,Santa Rosa,2017,FALSE,4.2,420,Alicante,Alicante,18.9,1.2765,Red,4,3
Clos Pons,Roc Nu,2011,FALSE,4.2,420,Costers del Segre,Costers del Segre,23.95,1.3793,Red,4,3
Sierra Cantabria,Coleccion Privada,2012,FALSE,4.2,420,Rioja,Rioja,28.3,1.4518,Rioja Red,4,3
Imperial,Rioja Reserva,2004,FALSE,4.2,417,Rioja,Rioja,45.0,1.6532,Rioja Red,4,3
Losada,Altos de Losada,2018,FALSE,4.2,415,Bierzo,Bierzo,17.9,1.2529,Mencia,3,3
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,FALSE,4.2,414,Rias Baixas,Rias Baixas,16.78,1.2248,Albarino,3,3
La Rioja Alta,Vina Alberdi Crianza,2018,FALSE,4.2,410,Rioja,Rioja,13.58,1.1329,Rioja Red,4,3
Bodegas La Horra,Corimbo I,2015,FALSE,4.2,412,Ribera del Duero,Ribera del Duero,37.9,1.5786,Ribera Del Duero Red,5,3
Vina Pedrosa,Gran Reserva,2011,FALSE,4.2,410,Ribera del Duero,Ribera del Duero,51.35,1.7105,Ribera Del Duero Red,5,3
Campillo,Gran Reserva Rioja,2012,FALSE,4.2,410,Rioja,Rioja,22.99,1.3615,Rioja Red,4,3
Ramon do Casar,Treixadura,2020,FALSE,4.2,407,Ribeiro,Ribeiro,11.95,1.0774,NA,NA,NA
Lustau,Candela Cream Dulce Sweet,,TRUE,4.2,405,Jerez-Xeres-Sherry,Jerez-Xeres-Sherry,7.1,0.8513,Sherry,4,3
Portal del Priorat,Clos del Portal Somni,2014,FALSE,4.2,404,Priorato,Priorato,77.36,1.8885,Priorat Red,4,3
Binigrau,Nounat,2020,FALSE,4.2,404,Mallorca,Mallorca,19.9,1.2989,NA,NA,NA
Ramon Bilbao,Mirto,2011,FALSE,4.2,402,Rioja,Rioja,28.53,1.4553,Rioja Red,4,3
Matsu,El Viejo,2019,FALSE,4.2,400,Toro,Toro,27.89,1.4454,Toro Red,5,3
Artadi,Valdegines,2016,FALSE,4.2,398,Vino de Espana,Vino de Espana,48.96,1.6898,Tempranillo,4,2
Contino,Rioja Graciano,2011,FALSE,4.2,395,Rioja,Rioja,61.94,1.792,Rioja Red,4,3
Contino,Reserva,2016,FALSE,4.2,392,Rioja,Rioja,19.98,1.3006,Rioja Red,4,3
Conreria d'Scala Dei,Les Brugueres,2018,FALSE,4.2,390,Priorato,Priorato,16.76,1.2243,Priorat Red,4,3
Mustiguillo,Finca Terrerazo,2017,FALSE,4.2,390,El Terrerazo,El Terrerazo,24.45,1.3883,Red,4,3
Matarromera,Gran Reserva,2011,FALSE,4.2,389,Ribera del Duero,Ribera del Duero,64.5,1.8096,Ribera Del Duero Red,5,3
Sei Solo,Preludio,2016,FALSE,4.2,388,Ribera del Duero,Ribera del Duero,31.63,1.5001,Ribera Del Duero Red,5,3
Vinedos de Paganos,El Puntido,2005,FALSE,4.2,384,Rioja,Rioja,73.0,1.8633,Rioja Red,4,3
La Vicalanda,Reserva,2015,FALSE,4.2,420,Rioja,Rioja,17.5,1.243,Rioja Red,4,3
Enrique Mendoza,Santa Rosa,2017,FALSE,4.2,420,Alicante,Alicante,18.9,1.2765,Red,4,3
Clos Pons,Roc Nu,2011,FALSE,4.2,420,Costers del Segre,Costers del Segre,23.95,1.3793,Red,4,3
Sierra Cantabria,Coleccion Privada,2012,FALSE,4.2,420,Rioja,Rioja,28.3,1.4518,Rioja Red,4,3
Imperial,Rioja Reserva,2004,FALSE,4.2,417,Rioja,Rioja,45.0,1.6532,Rioja Red,4,3
Losada,Altos de Losada,2018,FALSE,4.2,415,Bierzo,Bierzo,17.9,1.2529,Mencia,3,3
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,FALSE,4.2,414,Rias Baixas,Rias Baixas,16.78,1.2248,Albarino,3,3
La Rioja Alta,Vina Alberdi Crianza,2018,FALSE,4.2,410,Rioja,Rioja,13.58,1.1329,Rioja Red,4,3
Bodegas La Horra,Corimbo I,2015,FALSE,4.2,412,Ribera del Duero,Ribera del Duero,37.9,1.5786,Ribera Del Duero Red,5,3
Vina Pedrosa,Gran Reserva,2011,FALSE,4.2,410,Ribera del Duero,Ribera del Duero,51.35,1.7105,Ribera Del Duero Red,5,3
Campillo,Gran Reserva Rioja,2012,FALSE,4.2,410,Rioja,Rioja,22.99,1.3615,Rioja Red,4,3
Ramon do Casar,Treixadura,2020,FALSE,4.2,407,Ribeiro,Ribeiro,11.95,1.0774,NA,NA,NA
Lustau,Candela Cream Dulce Sweet,,TRUE,4.2,405,Jerez-Xeres-Sherry,Jerez-Xeres-Sherry,7.1,0.8513,Sherry,4,3
Portal del Priorat,Clos del Portal Somni,2014,FALSE,4.2,404,Priorato,Priorato,77.36,1.8885,Priorat Red,4,3
Binigrau,Nounat,2020,FALSE,4.2,404,Mallorca,Mallorca,19.9,1.2989,NA,NA,NA
Ramon Bilbao,Mirto,2011,FALSE,4.2,402,Rioja,Rioja,28.53,1.4553,Rioja Red,4,3
Matsu,El Viejo,2019,FALSE,4.2,400,Toro,Toro,27.89,1.4454,Toro Red,5,3
Artadi,Valdegines,2016,FALSE,4.2,398,Vino de Espana,Vino de Espana,48.96,1.6898,Tempranillo,4,2
Contino,Rioja Graciano,2011,FALSE,4.2,395,Rioja,Rioja,61.94,1.792,Rioja Red,4,3
Contino,Reserva,2016,FALSE,4.2,392,Rioja,Rioja,19.98,1.3006,Rioja Red,4,3
Conreria d'Scala Dei,Les Brugueres,2018,FALSE,4.2,390,Priorato,Priorato,16.76,1.2243,Priorat Red,4,3
Mustiguillo,Finca Terrerazo,2017,FALSE,4.2,390,El Terrerazo,El Terrerazo,24.45,1.3883,Red,4,3
Matarromera,Gran Reserva,2011,FALSE,4.2,389,Ribera del Duero,Ribera del Duero,64.5,1.8096,Ribera Del Duero Red,5,3
Sei Solo,Preludio,2016,FALSE,4.2,388,Ribera del Duero,Ribera del Duero,31.63,1.5001,Ribera Del Duero Red,5,3
Vinedos de Paganos,El Puntido,2005,FALSE,4.2,384,Rioja,Rioja,73.0,1.8633,Rioja Red,4,3
La Vicalanda,Reserva,2015,FALSE,4.2,420,Rioja,Rioja,17.5,1.243,Rioja Red,4,3
Enrique Mendoza,Santa Rosa,2017,FALSE,4.2,420,Alicante,Alicante,18.9,1.2765,Red,4,3
Clos Pons,Roc Nu,2011,FALSE,4.2,420,Costers del Segre,Costers del Segre,23.95,1.3793,Red,4,3
Sierra Cantabria,Coleccion Privada,2012,FALSE,4.2,420,Rioja,Rioja,28.3,1.4518,Rioja Red,4,3
Imperial,Rioja Reserva,2004,FALSE,4.2,417,Rioja,Rioja,45.0,1.6532,Rioja Red,4,3
Losada,Altos de Losada,2018,FALSE,4.2,415,Bierzo,Bierzo,17.9,1.2529,Mencia,3,3
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,FALSE,4.2,414,Rias Baixas,Rias Baixas,16.78,1.2248,Albarino,3,3
La Rioja Alta,Vina Alberdi Crianza,2018,FALSE,4.2,410,Rioja,Rioja,13.58,1.1329,Rioja Red,4,3
Bodegas La Horra,Corimbo I,2015,FALSE,4.2,412,Ribera del Duero,Ribera del Duero,37.9,1.5786,Ribera Del Duero Red,5,3
Vina Pedrosa,Gran Reserva,2011,FALSE,4.2,410,Ribera del Duero,Ribera del Duero,51.35,1.7105,Ribera Del Duero Red,5,3
Campillo,Gran Reserva Rioja,2012,FALSE,4.2,410,Rioja,Rioja,22.99,1.3615,Rioja Red,4,3
Ramon do Casar,Treixadura,2020,FALSE,4.2,407,Ribeiro,Ribeiro,11.95,1.0774,NA,NA,NA
Lustau,Candela Cream Dulce Sweet,,TRUE,4.2,405,Jerez-Xeres-Sherry,Jerez-Xeres-Sherry,7.1,0.8513,Sherry,4,3
Portal del Priorat,Clos del Portal Somni,2014,FALSE,4.2,404,Priorato,Priorato,77.36,1.8885,Priorat Red,4,3
Binigrau,Nounat,2020,FALSE,4.2,404,Mallorca,Mallorca,19.9,1.2989,NA,NA,NA
Ramon Bilbao,Mirto,2011,FALSE,4.2,402,Rioja,Rioja,28.53,1.4553,Rioja Red,4,3
Matsu,El Viejo,2019,FALSE,4.2,400,Toro,Toro,27.89,1.4454,Toro Red,5,3
Artadi,Valdegines,2016,FALSE,4.2,398,Vino de Espana,Vino de Espana,48.96,1.6898,Tempranillo,4,2
Contino,Rioja Graciano,2011,FALSE,4.2,395,Rioja,Rioja,61.94,1.792,Rioja Red,4,3
Contino,Reserva,2016,FALSE,4.2,392,Rioja,Rioja,19.98,1.3006,Rioja Red,4,3
Conreria d'Scala Dei,Les Brugueres,2018,FALSE,4.2,390,Priorato,Priorato,16.76,1.2243,Priorat Red,4,3
Mustiguillo,Finca Terrerazo,2017,FALSE,4.2,390,El Terrerazo,El Terrerazo,24.45,1.3883,Red,4,3
Matarromera,Gran Reserva,2011,FALSE,4.2,389,Ribera del Duero,Ribera del Duero,64.5,1.8096,Ribera Del Duero Red,5,3
Sei Solo,Preludio,2016,FALSE,4.2,388,Ribera del Duero,Ribera del Duero,31.63,1.5001,Ribera Del Duero Red,5,3
Vinedos de Paganos,El Puntido,2005,FALSE,4.2,384,Rioja,Rioja,73.0,1.8633,Rioja Red,4,3
La Vicalanda,Reserva,2015,FALSE,4.2,420,Rioja,Rioja,17.5,1.243,Rioja Red,4,3
Enrique Mendoza,Santa Rosa,2017,FALSE,4.2,420,Alicante,Alicante,18.9,1.2765,Red,4,3
Clos Pons,Roc Nu,2011,FALSE,4.2,420,Costers del Segre,Costers del Segre,23.95,1.3793,Red,4,3
Sierra Cantabria,Coleccion Privada,2012,FALSE,4.2,420,Rioja,Rioja,28.3,1.4518,Rioja Red,4,3
Imperial,Rioja Reserva,2004,FALSE,4.2,417,Rioja,Rioja,45.0,1.6532,Rioja Red,4,3
Losada,Altos de Losada,2018,FALSE,4.2,415,Bierzo,Bierzo,17.9,1.2529,Mencia,3,3
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,FALSE,4.2,414,Rias Baixas,Rias Baixas,16.78,1.2248,Albarino,3,3
La Rioja Alta,Vina Alberdi Crianza,2018,FALSE,4.2,410,Rioja,Rioja,13.58,1.1329,Rioja Red,4,3
Bodegas La Horra,Corimbo I,2015,FALSE,4.2,412,Ribera del Duero,Ribera del Duero,37.9,1.5786,Ribera Del Duero Red,5,3
Vina Pedrosa,Gran Reserva,2011,FALSE,4.2,410,Ribera del Duero,Ribera del Duero,51.35,1.7105,Ribera Del Duero Red,5,3
Campillo,Gran Reserva Rioja,2012,FALSE,4.2,410,Rioja,Rioja,22.99,1.3615,Rioja Red,4,3
Ramon do Casar,Treixadura,2020,FALSE,4.2,407,Ribeiro,Ribeiro,11.95,1.0774,NA,NA,NA
Lustau,Candela Cream Dulce Sweet,,TRUE,4.2,405,Jerez-Xeres-Sherry,Jerez-Xeres-Sherry,7.1,0.8513,Sherry,4,3
Portal del Priorat,Clos del Portal Somni,2014,FALSE,4.2,404,Priorato,Priorato,77.36,1.8885,Priorat Red,4,3
Binigrau,Nounat,2020,FALSE,4.2,404,Mallorca,Mallorca,19.9,1.2989,NA,NA,NA
Ramon Bilbao,Mirto,2011,FALSE,4.2,402,Rioja,Rioja,28.53,1.4553,Rioja Red,4,3
Matsu,El Viejo,2019,FALSE,4.2,400,Toro,Toro,27.89,1.4454,Toro Red,5,3
Artadi,Valdegines,2016,FALSE,4.2,398,Vino de Espana,Vino de Espana,48.96,1.6898,Tempranillo,4,2
Contino,Rioja Graciano,2011,FALSE,4.2,395,Rioja,Rioja,61.94,1.792,Rioja Red,4,3
Contino,Reserva,2016,FALSE,4.2,392,Rioja,Rioja,19.98,1.3006,Rioja Red,4,3
Conreria d'Scala Dei,Les Brugueres,2018,FALSE,4.2,390,Priorato,Priorato,16.76,1.2243,Priorat Red,4,3
Mustiguillo,Finca Terrerazo,2017,FALSE,4.2,390,El Terrerazo,El Terrerazo,24.45,1.3883,Red,4,3
Matarromera,Gran Reserva,2011,FALSE,4.2,389,Ribera del Duero,Ribera del Duero,64.5,1.8096,Ribera Del Duero Red,5,3
Sei Solo,Preludio,2016,FALSE,4.2,388,Ribera del Duero,Ribera del Duero,31.63,1.5001,Ribera Del Duero Red,5,3
Vinedos de Paganos,El Puntido,2005,FALSE,4.2,384,Rioja,Rioja,73.0,1.8633,Rioja Red,4,3
La Vicalanda,Reserva,2015,FALSE,4.2,420,Rioja,Rioja,17.5,1.243,Rioja Red,4,3
Enrique Mendoza,Santa Rosa,2017,FALSE,4.2,420,Alicante,Alicante,18.9,1.2765,Red,4,3
Clos Pons,Roc Nu,2011,FALSE,4.2,420,Costers del Segre,Costers del Segre,23.95,1.3793,Red,4,3
Sierra Cantabria,Coleccion Privada,2012,FALSE,4.2,420,Rioja,Rioja,28.3,1.4518,Rioja Red,4,3
Imperial,Rioja Reserva,2004,FALSE,4.2,417,Rioja,Rioja,45.0,1.6532,Rioja Red,4,3
Losada,Altos de Losada,2018,FALSE,4.2,415,Bierzo,Bierzo,17.9,1.2529,Mencia,3,3
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,FALSE,4.2,414,Rias Baixas,Rias Baixas,16.78,1.2248,Albarino,3,3
La Rioja Alta,Vina Alberdi Crianza,2018,FALSE,4.2,410,Rioja,Rioja,13.58,1.1329,Rioja Red,4,3
Bodegas La Horra,Corimbo I,2015,FALSE,4.2,412,Ribera del Duero,Ribera del Duero,37.9,1.5786,Ribera Del Duero Red,5,3
Vina Pedrosa,Gran Reserva,2011,FALSE,4.2,410,Ribera del Duero,Ribera del Duero,51.35,1.7105,Ribera Del Duero Red,5,3
Campillo,Gran Reserva Rioja,2012,FALSE,4.2,410,Rioja,Rioja,22.99,1.3615,Rioja Red,4,3
Ramon do Casar,Treixadura,2020,FALSE,4.2,407,Ribeiro,Ribeiro,11.95,1.0774,NA,NA,NA
Lustau,Candela Cream Dulce Sweet,,TRUE,4.2,405,Jerez-Xeres-Sherry,Jerez-Xeres-Sherry,7.1,0.8513,Sherry,4,3
Portal del Priorat,Clos del Portal Somni,2014,FALSE,4.2,404,Priorato,Priorato,77.36,1.8885,Priorat Red,4,3
Binigrau,Nounat,2020,FALSE,4.2,404,Mallorca,Mallorca,19.9,1.2989,NA,NA,NA
Ramon Bilbao,Mirto,2011,FALSE,4.2,402,Rioja,Rioja,28.53,1.4553,Rioja Red,4,3
Matsu,El Viejo,2019,FALSE,4.2,400,Toro,Toro,27.89,1.4454,Toro Red,5,3
Artadi,Valdegines,2016,FALSE,4.2,398,Vino de Espana,Vino de Espana,48.96,1.6898,Tempranillo,4,2
Contino,Rioja Graciano,2011,FALSE,4.2,395,Rioja,Rioja,61.94,1.792,Rioja Red,4,3
Contino,Reserva,2016,FALSE,4.2,392,Rioja,Rioja,19.98,1.3006,Rioja Red,4,3
Conreria d'Scala Dei,Les Brugueres,2018,FALSE,4.2,390,Priorato,Priorato,16.76,1.2243,Priorat Red,4,3
Mustiguillo,Finca Terrerazo,2017,FALSE,4.2,390,El Terrerazo,El Terrerazo,24.45,1.3883,Red,4,3
Matarromera,Gran Reserva,2011,FALSE,4.2,389,Ribera del Duero,Ribera del Duero,64.5,1.8096,Ribera Del Duero Red,5,3
Sei Solo,Preludio,2016,FALSE,4.2,388,Ribera del Duero,Ribera del Duero,31.63,1.5001,Ribera Del Duero Red,5,3
Vinedos de Paganos,El Puntido,2005,FALSE,4.2,384,Rioja,Rioja,73.0,1.8633,Rioja Red,4,3
La Vicalanda,Reserva,2015,FALSE,4.2,420,Rioja,Rioja,17.5,1.243,Rioja Red,4,3
Enrique Mendoza,Santa Rosa,2017,FALSE,4.2,420,Alicante,Alicante,18.9,1.2765,Red,4,3
Clos Pons,Roc Nu,2011,FALSE,4.2,420,Costers del Segre,Costers del Segre,23.95,1.3793,Red,4,3
Sierra Cantabria,Coleccion Privada,2012,FALSE,4.2,420,Rioja,Rioja,28.3,1.4518,Rioja Red,4,3
Imperial,Rioja Reserva,2004,FALSE,4.2,417,Rioja,Rioja,45.0,1.6532,Rioja Red,4,3
Losada,Altos de Losada,2018,FALSE,4.2,415,Bierzo,Bierzo,17.9,1.2529,Mencia,3,3
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,FALSE,4.2,414,Rias Baixas,Rias Baixas,16.78,1.2248,Albarino,3,3
La Rioja Alta,Vina Alberdi Crianza,2018,FALSE,4.2,410,Rioja,Rioja,13.58,1.1329,Rioja Red,4,3
Bodegas La Horra,Corimbo I,2015,FALSE,4.2,412,Ribera del Duero,Ribera del Duero,37.9,1.5786,Ribera Del Duero Red,5,3
Vina Pedrosa,Gran Reserva,2011,FALSE,4.2,410,Ribera del Duero,Ribera del Duero,51.35,1.7105,Ribera Del Duero Red,5,3
Campillo,Gran Reserva Rioja,2012,FALSE,4.2,410,Rioja,Rioja,22.99,1.3615,Rioja Red,4,3
Ramon do Casar,Treixadura,2020,FALSE,4.2,407,Ribeiro,Ribeiro,11.95,1.0774,NA,NA,NA
Lustau,Candela Cream Dulce Sweet,,TRUE,4.2,405,Jerez-Xeres-Sherry,Jerez-Xeres-Sherry,7.1,0.8513,Sherry,4,3
Portal del Priorat,Clos del Portal Somni,2014,FALSE,4.2,404,Priorato,Priorato,77.36,1.8885,Priorat Red,4,3
Binigrau,Nounat,2020,FALSE,4.2,404,Mallorca,Mallorca,19.9,1.2989,NA,NA,NA
Ramon Bilbao,Mirto,2011,FALSE,4.2,402,Rioja,Rioja,28.53,1.4553,Rioja Red,4,3
Matsu,El Viejo,2019,FALSE,4.2,400,Toro,Toro,27.89,1.4454,Toro Red,5,3
Artadi,Valdegines,2016,FALSE,4.2,398,Vino de Espana,Vino de Espana,48.96,1.6898,Tempranillo,4,2
Contino,Rioja Graciano,2011,FALSE,4.2,395,Rioja,Rioja,61.94,1.792,Rioja Red,4,3
Contino,Reserva,2016,FALSE,4.2,392,Rioja,Rioja,19.98,1.3006,Rioja Red,4,3
Conreria d'Scala Dei,Les Brugueres,2018,FALSE,4.2,390,Priorato,Priorato,16.76,1.2243,Priorat Red,4,3
Mustiguillo,Finca Terrerazo,2017,FALSE,4.2,390,El Terrerazo,El Terrerazo,24.45,1.3883,Red,4,3
Matarromera,Gran Reserva,2011,FALSE,4.2,389,Ribera del Duero,Ribera del Duero,64.5,1.8096,Ribera Del Duero Red,5,3
Sei Solo,Preludio,2016,FALSE,4.2,388,Ribera del Duero,Ribera del Duero,31.63,1.5001,Ribera Del Duero Red,5,3
Vinedos de Paganos,El Puntido,2005,FALSE,4.2,384,Rioja,Rioja,73.0,1.8633,Rioja Red,4,3
La Vicalanda,Reserva,2015,FALSE,4.2,420,Rioja,Rioja,17.5,1.243,Rioja Red,4,3
Enrique Mendoza,Santa Rosa,2017,FALSE,4.2,420,Alicante,Alicante,18.9,1.2765,Red,4,3
Clos Pons,Roc Nu,2011,FALSE,4.2,420,Costers del Segre,Costers del Segre,23.95,1.3793,Red,4,3
Sierra Cantabria,Coleccion Privada,2012,FALSE,4.2,420,Rioja,Rioja,28.3,1.4518,Rioja Red,4,3
Imperial,Rioja Reserva,2004,FALSE,4.2,417,Rioja,Rioja,45.0,1.6532,Rioja Red,4,3
Losada,Altos de Losada,2018,FALSE,4.2,415,Bierzo,Bierzo,17.9,1.2529,Mencia,3,3
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,FALSE,4.2,414,Rias Baixas,Rias Baixas,16.78,1.2248,Albarino,3,3
La Rioja Alta,Vina Alberdi Crianza,2018,FALSE,4.2,410,Rioja,Rioja,13.58,1.1329,Rioja Red,4,3
Bodegas La Horra,Corimbo I,2015,FALSE,4.2,412,Ribera del Duero,Ribera del Duero,37.9,1.5786,Ribera Del Duero Red,5,3
Vina Pedrosa,Gran Reserva,2011,FALSE,4.2,410,Ribera del Duero,Ribera del Duero,51.35,1.7105,Ribera Del Duero Red,5,3
Campillo,Gran Reserva Rioja,2012,FALSE,4.2,410,Rioja,Rioja,22.99,1.3615,Rioja Red,4,3
Ramon do Casar,Treixadura,2020,FALSE,4.2,407,Ribeiro,Ribeiro,11.95,1.0774,NA,NA,NA
Lustau,Candela Cream Dulce Sweet,,TRUE,4.2,405,Jerez-Xeres-Sherry,Jerez-Xeres-Sherry,7.1,0.8513,Sherry,4,3
Portal del Priorat,Clos del Portal Somni,2014,FALSE,4.2,404,Priorato,Priorato,77.36,1.8885,Priorat Red,4,3
Binigrau,Nounat,2020,FALSE,4.2,404,Mallorca,Mallorca,19.9,1.2989,NA,NA,NA
Ramon Bilbao,Mirto,2011,FALSE,4.2,402,Rioja,Rioja,28.53,1.4553,Rioja Red,4,3
Matsu,El Viejo,2019,FALSE,4.2,400,Toro,Toro,27.89,1.4454,Toro Red,5,3
Artadi,Valdegines,2016,FALSE,4.2,398,Vino de Espana,Vino de Espana,48.96,1.6898,Tempranillo,4,2
Contino,Rioja Graciano,2011,FALSE,4.2,395,Rioja,Rioja,61.94,1.792,Rioja Red,4,3
Contino,Reserva,2016,FALSE,4.2,392,Rioja,Rioja,19.98,1.3006,Rioja Red,4,3
Conreria d'Scala Dei,Les Brugueres,2018,FALSE,4.2,390,Priorato,Priorato,16.76,1.2243,Priorat Red,4,3
Mustiguillo,Finca Terrerazo,2017,FALSE,4.2,390,El Terrerazo,El Terrerazo,24.45,1.3883,Red,4,3
Matarromera,Gran Reserva,2011,FALSE,4.2,389,Ribera del Duero,Ribera del Duero,64.5,1.8096,Ribera Del Duero Red,5,3
Sei Solo,Preludio,2016,FALSE,4.2,388,Ribera del Duero,Ribera del Duero,31.63,1.5001,Ribera Del Duero Red,5,3
Vinedos de Paganos,El Puntido,2005,FALSE,4.2,384,Rioja,Rioja,73.0,1.8633,Rioja Red,4,3
La Vicalanda,Reserva,2015,FALSE,4.2,420,Rioja,Rioja,17.5,1.243,Rioja Red,4,3
Enrique Mendoza,Santa Rosa,2017,FALSE,4.2,420,Alicante,Alicante,18.9,1.2765,Red,4,3
Clos Pons,Roc Nu,2011,FALSE,4.2,420,Costers del Segre,Costers del Segre,23.95,1.3793,Red,4,3
Sierra Cantabria,Coleccion Privada,2012,FALSE,4.2,420,Rioja,Rioja,28.3,1.4518,Rioja Red,4,3
Imperial,Rioja Reserva,2004,FALSE,4.2,417,Rioja,Rioja,45.0,1.6532,Rioja Red,4,3
